module_category,component_category,year/month,number_sale
M9,P25,2005/12,0
M9,P25,2006/3,0
M9,P25,2006/4,11
M9,P25,2006/7,790
M9,P25,2006/10,0
M3,P25,2007/3,0
M3,P25,2007/5,0
M3,P25,2007/6,0
M3,P25,2007/8,0
M4,P13,2005/5,689
M4,P13,2005/8,336
M8,P13,2006/7,0
M5,P13,2005/11,0
M5,P13,2005/12,0
M5,P13,2006/3,152
M7,P13,2005/10,0
M7,P13,2006/2,0
M7,P13,2006/12,0
M1,P13,2006/3,34
M1,P13,2006/3,0
M1,P13,2006/10,168
M9,P13,2005/8,0
M9,P13,2005/9,0
M9,P13,2006/5,0
M9,P13,2006/11,0
M9,P13,2006/11,0
M3,P13,2006/11,4990
M3,P13,2007/5,0
M3,P13,2007/5,0
M3,P13,2007/8,0
M6,P13,2007/9,3360
M2,P08,2007/5,135
M2,P08,2007/6,0
M2,P08,2007/11,0
M4,P08,2005/3,336
M4,P08,2005/4,0
M8,P08,2005/10,0
M8,P08,2006/1,0
M8,P08,2006/9,1632
M8,P08,2006/10,0
M4,P08,2006/2,0
M4,P08,2006/5,0
M5,P08,2006/7,0
M5,P08,2006/7,0
M5,P08,2006/10,0
M7,P08,2006/2,0
M7,P08,2006/11,0
M7,P08,2006/12,0
M7,P08,2007/2,0
M9,P08,2006/10,0
M3,P08,2006/11,81
M3,P08,2007/3,0
M2,P26,2007/10,0
M0,P26,2007/2,0
M0,P26,2007/4,0
M8,P26,2005/10,252
M5,P26,2005/9,0
M5,P26,2005/10,0
M5,P26,2006/7,0
M7,P26,2005/12,21
M7,P26,2006/10,0
M1,P26,2006/2,0
M9,P26,2006/5,0
M9,P26,2006/8,3360
M3,P26,2007/2,5991
M3,P26,2007/2,0
M3,P26,2007/9,0
M4,P18,2005/4,0
M4,P18,2005/5,0
M4,P18,2005/6,649
M4,P18,2005/6,1008
M0,P18,2006/9,13356
M0,P18,2006/9,12318
M0,P18,2007/1,0
M0,P18,2007/4,0
M8,P18,2006/6,2225
M8,P18,2006/11,0
M8,P18,2006/11,0
M5,P18,2006/4,68
M5,P18,2006/9,0
M5,P18,2007/3,0
M7,P18,2005/10,0
M7,P18,2005/10,0
M7,P18,2006/3,800
M7,P18,2006/9,0
M7,P18,2006/9,0
M1,P18,2006/2,0
M9,P18,2006/1,504
M9,P18,2006/1,252
M3,P18,2006/10,6972
M3,P18,2007/1,11
M6,P18,2007/7,0
M6,P18,2007/8,0
M2,P01,2007/2,2272
M4,P01,2005/4,0
M0,P01,2006/5,588
M0,P01,2007/2,0
M0,P01,2007/3,0
M0,P01,2007/3,0
M0,P01,2007/3,0
M8,P01,2005/9,0
M8,P01,2005/11,0
M8,P01,2005/12,5956
M8,P01,2006/5,0
M8,P01,2006/7,0
M8,P01,2006/10,0
M4,P01,2005/12,9402
M4,P01,2006/4,0
M4,P01,2006/5,0
M5,P01,2005/11,0
M7,P01,2006/3,380
M7,P01,2006/6,504
M7,P01,2006/12,0
M1,P01,2006/2,0
M9,P01,2005/7,0
M9,P01,2006/2,3024
M9,P01,2006/5,252
M9,P01,2006/5,0
M9,P01,2006/9,182
M9,P01,2006/11,0
M3,P01,2007/6,1176
M6,P01,2007/10,0
M6,P01,2008/2,34
M2,P14,2007/2,0
M2,P14,2007/7,0
M2,P14,2007/12,0
M2,P14,2008/1,3008
M4,P14,2005/1,0
M4,P14,2005/1,1428
M4,P14,2005/6,0
M4,P14,2005/6,81
M0,P14,2006/6,23369
M0,P14,2007/4,0
M8,P14,2005/12,521
M8,P14,2006/7,516
M5,P14,2006/1,491
M5,P14,2006/3,4389
M5,P14,2006/5,0
M5,P14,2006/5,59
M5,P14,2006/6,34
M5,P14,2006/8,168
M5,P14,2006/12,0
M7,P14,2005/9,0
M7,P14,2005/9,5822
M7,P14,2006/4,168
M7,P14,2006/8,0
M7,P14,2006/9,0
M7,P14,2006/10,0
M7,P14,2007/1,0
M1,P14,2006/2,0
M1,P14,2006/4,1260
M1,P14,2006/5,1344
M1,P14,2006/6,0
M1,P14,2006/6,168
M1,P14,2006/7,0
M1,P14,2006/8,3539
M1,P14,2006/11,269
M1,P14,2007/1,0
M1,P14,2007/2,0
M9,P14,2005/9,471
M9,P14,2006/1,0
M9,P14,2006/2,0
M9,P14,2006/11,0
M3,P14,2007/5,0
M3,P14,2007/7,0
M6,P14,2007/9,316
M4,P12,2005/7,101
M4,P12,2005/9,0
M4,P12,2005/10,0
M0,P12,2006/2,0
M0,P12,2006/12,0
M8,P12,2005/10,316
M8,P12,2005/11,17
M8,P12,2006/2,0
M8,P12,2006/7,320
M8,P12,2006/10,336
M8,P12,2006/11,0
M4,P12,2005/11,0
M4,P12,2005/12,741
M5,P12,2005/11,0
M5,P12,2006/4,1512
M5,P12,2006/5,269
M7,P12,2005/12,0
M7,P12,2006/10,0
M1,P12,2006/7,1017
M1,P12,2006/7,0
M1,P12,2006/10,-1
M9,P12,2006/1,0
M9,P12,2006/5,336
M6,P12,2008/2,0
M2,P05,2007/2,0
M4,P05,2005/2,0
M4,P05,2005/4,1722
M0,P05,2006/2,0
M0,P05,2006/3,202
M0,P05,2006/3,903
M8,P05,2005/10,0
M8,P05,2005/11,17
M8,P05,2006/4,12701
M8,P05,2006/6,0
M8,P05,2006/9,0
M8,P05,2006/10,252
M5,P05,2006/5,84
M5,P05,2006/7,0
M5,P05,2006/8,0
M5,P05,2006/12,0
M5,P05,2007/1,0
M7,P05,2006/6,84
M7,P05,2006/7,11
M7,P05,2006/10,0
M9,P05,2005/12,0
M9,P05,2006/1,504
M9,P05,2006/2,252
M9,P05,2006/3,5964
M3,P05,2007/6,-3
M8,P28,2006/12,0
M2,P28,2007/12,0
M4,P28,2005/2,1025
M4,P28,2005/7,0
M0,P28,2006/3,0
M0,P28,2006/6,1008
M0,P28,2006/11,0
M8,P28,2006/9,0
M4,P28,2005/12,0
M4,P28,2006/3,0
M4,P28,2006/5,0
M5,P28,2005/9,0
M5,P28,2006/5,0
M5,P28,2006/8,0
M7,P28,2006/11,0
M9,P28,2006/6,0
M3,P28,2006/11,1183
M3,P28,2007/7,0
M2,P24,2007/4,0
M2,P24,2007/5,1781
M2,P24,2007/11,0
M4,P24,2005/8,168
M0,P24,2006/5,0
M0,P24,2006/8,0
M0,P24,2006/11,639
M0,P24,2007/3,0
M8,P24,2006/8,0
M8,P24,2006/10,0
M8,P24,2006/11,805
M4,P24,2006/1,0
M4,P24,2006/1,0
M5,P24,2005/12,0
M5,P24,2006/2,135
M5,P24,2006/8,0
M5,P24,2006/8,0
M7,P24,2005/12,0
M7,P24,2005/12,0
M7,P24,2006/1,0
M7,P24,2006/8,0
M7,P24,2007/2,0
M1,P24,2006/3,840
M1,P24,2006/5,824
M1,P24,2007/1,0
M9,P24,2005/11,1680
M9,P24,2005/11,51
M9,P24,2006/6,12
M3,P24,2006/10,639
M3,P24,2007/6,0
M3,P24,2007/6,0
M3,P24,2007/6,0
M2,P02,2007/5,0
M4,P02,2005/3,0
M4,P02,2005/10,0
M4,P02,2005/10,194
M0,P02,2006/8,3846
M0,P02,2006/9,252
M0,P02,2006/10,1260
M0,P02,2007/4,11
M8,P02,2005/11,1168
M8,P02,2006/1,0
M8,P02,2006/2,0
M8,P02,2006/5,3360
M8,P02,2006/7,137
M4,P02,2006/2,672
M4,P02,2006/2,0
M5,P02,2006/1,3945
M5,P02,2006/5,6981
M5,P02,2007/3,0
M7,P02,2006/6,2520
M7,P02,2006/6,71
M7,P02,2007/3,0
M1,P02,2006/10,0
M9,P02,2005/8,2641
M9,P02,2006/3,-1
M9,P02,2006/11,0
M3,P02,2006/12,168
M3,P02,2007/3,0
M6,P02,2007/11,36204
M4,P19,2005/7,0
M0,P19,2006/3,81
M0,P19,2006/7,2433
M8,P19,2005/12,0
M8,P19,2006/3,0
M8,P19,2006/12,0
M4,P19,2005/12,0
M4,P19,2005/12,26
M4,P19,2006/5,0
M5,P19,2006/1,0
M5,P19,2006/3,167
M5,P19,2006/6,0
M5,P19,2006/8,31
M5,P19,2007/1,0
M5,P19,2007/2,0
M7,P19,2005/11,202
M7,P19,2006/3,61
M1,P19,2006/7,0
M1,P19,2006/7,269
M1,P19,2006/7,0
M1,P19,2007/1,0
M9,P19,2005/12,0
M9,P19,2006/4,0
M3,P19,2007/4,5375
M3,P19,2007/7,0
M2,P20,2007/3,0
M2,P20,2007/5,7140
M2,P20,2007/8,41856
M4,P20,2005/3,953
M4,P20,2005/9,152
M0,P20,2006/7,42
M0,P20,2006/7,5239
M8,P20,2005/10,0
M8,P20,2005/11,1170
M8,P20,2006/7,462
M8,P20,2006/7,84
M8,P20,2006/9,0
M4,P20,2005/11,-6
M4,P20,2005/11,1546
M5,P20,2005/11,0
M5,P20,2006/2,0
M5,P20,2006/5,1002
M5,P20,2007/2,0
M7,P20,2005/10,0
M7,P20,2006/9,0
M7,P20,2006/10,0
M7,P20,2007/3,0
M1,P20,2006/5,0
M1,P20,2006/8,0
M1,P20,2007/1,0
M9,P20,2006/4,44
M9,P20,2006/7,2050
M9,P20,2006/8,182
M3,P20,2006/12,1092
M3,P20,2007/1,168
M2,P04,2007/6,0
M4,P04,2005/1,0
M4,P04,2005/7,449
M4,P04,2005/8,1991
M0,P04,2006/2,0
M0,P04,2006/3,696
M0,P04,2006/9,76
M0,P04,2007/2,1008
M8,P04,2006/1,1176
M8,P04,2006/5,0
M8,P04,2006/7,0
M8,P04,2006/7,0
M4,P04,2006/1,0
M5,P04,2005/10,0
M5,P04,2006/8,-1
M5,P04,2006/12,0
M5,P04,2007/1,0
M5,P04,2007/1,0
M5,P04,2007/3,0
M7,P04,2006/2,42
M7,P04,2006/11,0
M7,P04,2007/1,0
M1,P04,2006/5,1344
M1,P04,2006/10,2579
M1,P04,2007/1,0
M9,P04,2005/11,0
M9,P04,2005/12,1230
M9,P04,2006/5,0
M9,P04,2006/7,252
M9,P04,2006/9,0
M9,P04,2006/9,555
M3,P04,2006/10,0
M3,P04,2006/12,3478
M3,P04,2007/3,420
M6,P04,2007/6,0
M6,P04,2007/11,0
M2,P07,2007/3,0
M2,P07,2007/9,0
M4,P07,2005/3,0
M0,P07,2006/6,23369
M0,P07,2006/8,8521
M0,P07,2007/2,0
M0,P07,2007/3,0
M0,P07,2007/4,0
M8,P07,2005/12,0
M8,P07,2005/12,202
M8,P07,2006/10,0
M4,P07,2006/1,0
M5,P07,2005/9,0
M5,P07,2006/5,0
M5,P07,2006/6,0
M5,P07,2007/2,0
M7,P07,2005/9,0
M7,P07,2006/12,0
M9,P07,2006/1,756
M9,P07,2006/3,0
M3,P07,2006/10,0
M3,P07,2006/11,0
M3,P07,2006/11,303
M3,P07,2007/8,0
M4,P22,2005/1,0
M4,P22,2005/3,0
M4,P22,2005/4,1445
M4,P22,2005/4,336
M4,P22,2005/6,0
M4,P22,2005/7,0
M4,P22,2005/8,84
M0,P22,2006/2,0
M0,P22,2006/6,0
M0,P22,2006/7,33157
M0,P22,2007/3,0
M0,P22,2007/4,0
M8,P22,2005/12,777
M8,P22,2006/9,0
M4,P22,2006/2,0
M4,P22,2006/5,0
M5,P22,2006/7,-3
M5,P22,2006/12,-1
M7,P22,2006/2,14334
M7,P22,2006/6,588
M7,P22,2007/1,0
M1,P22,2006/5,824
M1,P22,2006/9,0
M9,P22,2006/1,252
M9,P22,2006/5,286
M9,P22,2006/6,0
M9,P22,2006/10,0
M6,P22,2007/7,0
M6,P22,2008/1,0
M2,P15,2007/8,0
M4,P15,2005/2,2
M4,P15,2005/7,0
M4,P15,2005/9,1059
M4,P15,2005/10,0
M0,P15,2006/12,0
M0,P15,2007/1,-3
M0,P15,2007/3,0
M8,P15,2006/2,0
M8,P15,2006/5,-3
M8,P15,2006/8,0
M4,P15,2005/11,2725
M4,P15,2006/4,0
M4,P15,2006/4,34
M5,P15,2005/12,81
M5,P15,2006/7,0
M5,P15,2006/7,0
M5,P15,2006/7,0
M7,P15,2006/10,0
M7,P15,2007/3,0
M1,P15,2006/7,252
M1,P15,2006/8,1176
M9,P15,2005/8,672
M9,P15,2005/9,336
M9,P15,2006/5,152
M9,P15,2006/8,3762
M3,P15,2007/2,51
M3,P15,2007/3,0
M6,P15,2007/10,756
M2,P17,2007/4,11
M2,P17,2007/6,0
M2,P17,2007/12,0
M4,P17,2005/3,0
M0,P17,2006/11,0
M8,P17,2005/9,0
M8,P17,2006/6,373
M8,P17,2006/8,0
M4,P17,2005/12,68
M4,P17,2006/2,672
M4,P17,2006/2,-35
M4,P17,2006/3,0
M4,P17,2006/4,0
M5,P17,2005/9,0
M5,P17,2006/3,2100
M5,P17,2006/7,0
M7,P17,2006/2,42
M7,P17,2006/9,0
M7,P17,2007/3,0
M9,P17,2005/8,0
M9,P17,2006/2,0
M3,P17,2007/4,-3
M3,P17,2007/9,0
M6,P17,2007/6,0
M8,P30,2006/12,7
M2,P30,2007/7,0
M2,P30,2007/11,0
M4,P30,2005/4,0
M0,P30,2006/8,7476
M8,P30,2005/12,840
M8,P30,2006/1,3612
M8,P30,2006/7,0
M8,P30,2006/8,0
M4,P30,2006/4,0
M4,P30,2006/4,-1
M4,P30,2006/4,0
M5,P30,2005/10,7515
M5,P30,2005/12,0
M5,P30,2005/12,2154
M5,P30,2006/1,101
M5,P30,2006/7,0
M5,P30,2006/8,0
M5,P30,2006/11,0
M5,P30,2007/1,0
M7,P30,2005/9,0
M7,P30,2006/6,420
M7,P30,2006/8,0
M7,P30,2007/2,0
M1,P30,2006/3,0
M1,P30,2006/10,59
M1,P30,2006/11,0
M1,P30,2006/12,2520
M1,P30,2006/12,0
M3,P30,2007/8,160
M2,P03,2008/1,0
M2,P03,2008/1,0
M4,P03,2005/2,34
M4,P03,2005/11,0
M0,P03,2006/2,0
M0,P03,2006/5,51
M0,P03,2007/1,0
M0,P03,2007/1,-3
M8,P03,2006/3,0
M8,P03,2006/5,274
M4,P03,2006/4,0
M5,P03,2005/11,1308
M5,P03,2006/11,0
M7,P03,2006/2,0
M7,P03,2006/2,0
M7,P03,2006/8,0
M7,P03,2006/11,0
M7,P03,2006/12,0
M7,P03,2006/12,0
M9,P03,2006/6,4012
M9,P03,2006/10,2263
M3,P03,2006/12,891
M3,P03,2007/1,525
M3,P03,2007/5,59
M3,P03,2007/6,0
M3,P03,2007/8,0
M6,P03,2007/6,0
M2,P11,2007/7,34
M2,P11,2007/12,0
M4,P11,2005/3,0
M4,P11,2005/5,0
M4,P11,2005/8,1882
M0,P11,2006/3,17724
M0,P11,2006/4,0
M0,P11,2006/5,51
M0,P11,2006/6,150
M8,P11,2006/2,83
M4,P11,2005/11,4441
M4,P11,2006/1,0
M4,P11,2006/1,31
M4,P11,2006/3,4032
M4,P11,2006/4,0
M5,P11,2006/10,0
M5,P11,2006/12,0
M7,P11,2006/6,504
M7,P11,2006/9,2016
M1,P11,2006/4,3992
M1,P11,2006/4,0
M1,P11,2006/5,3843
M1,P11,2007/1,0
M9,P11,2005/11,0
M9,P11,2006/2,0
M9,P11,2006/3,219
M9,P11,2006/5,2781
M9,P11,2006/6,84
M9,P11,2006/11,0
M3,P11,2006/11,152
M3,P11,2007/2,167
M3,P11,2007/6,0
M2,P16,2007/3,2688
M4,P16,2005/1,0
M4,P16,2005/1,0
M4,P16,2005/10,3001
M4,P16,2005/10,918
M0,P16,2006/7,286
M0,P16,2006/7,303
M0,P16,2006/9,1244
M0,P16,2006/9,11690
M0,P16,2006/12,0
M0,P16,2007/3,0
M0,P16,2007/3,0
M8,P16,2005/12,4115
M8,P16,2006/2,17
M8,P16,2006/4,168
M8,P16,2006/8,1764
M8,P16,2006/10,0
M4,P16,2006/2,6719
M4,P16,2006/5,0
M5,P16,2006/1,0
M5,P16,2006/5,840
M5,P16,2006/8,0
M5,P16,2006/9,0
M5,P16,2006/10,-3
M5,P16,2006/11,0
M5,P16,2007/2,0
M7,P16,2005/9,0
M1,P16,2006/3,0
M1,P16,2006/6,0
M1,P16,2007/2,0
M9,P16,2005/11,0
M9,P16,2005/12,3360
M9,P16,2006/3,622
M3,P16,2006/12,1512
M2,P27,2007/3,-1
M2,P27,2007/4,0
M4,P27,2005/2,1353
M4,P27,2005/9,5822
M4,P27,2005/10,578
M0,P27,2006/6,51
M0,P27,2007/1,101
M0,P27,2007/2,0
M0,P27,2007/4,0
M8,P27,2005/9,0
M8,P27,2006/6,21
M5,P27,2006/9,0
M7,P27,2005/11,0
M7,P27,2005/12,34
M7,P27,2006/1,0
M7,P27,2006/3,1781
M7,P27,2006/4,11
M7,P27,2007/2,0
M1,P27,2006/6,0
M1,P27,2006/9,81
M9,P27,2006/9,0
M9,P27,2006/11,0
M3,P27,2006/10,2772
M3,P27,2007/2,0
M3,P27,2007/4,5350
M3,P27,2007/9,0
M8,P21,2006/12,0
M2,P21,2007/3,0
M4,P21,2005/11,672
M0,P21,2006/5,1949
M0,P21,2006/5,0
M0,P21,2006/8,21
M0,P21,2006/8,0
M0,P21,2006/11,54
M0,P21,2007/2,0
M8,P21,2005/11,0
M8,P21,2005/12,521
M8,P21,2006/2,83
M8,P21,2006/8,59
M8,P21,2006/10,0
M4,P21,2005/11,0
M5,P21,2005/10,0
M5,P21,2006/5,2351
M5,P21,2006/6,0
M7,P21,2006/10,0
M7,P21,2006/11,0
M7,P21,2006/11,0
M7,P21,2006/11,0
M1,P21,2006/2,0
M1,P21,2006/6,0
M1,P21,2006/6,152
M1,P21,2006/7,68
M1,P21,2007/2,3360
M9,P21,2006/2,7241
M9,P21,2006/9,756
M9,P21,2006/10,1108
M9,P21,2006/10,0
M3,P21,2007/7,693
M2,P06,2007/10,41678
M2,P06,2007/12,0
M4,P06,2005/8,0
M0,P06,2006/3,42
M0,P06,2007/2,0
M0,P06,2007/3,772
M8,P06,2005/12,0
M8,P06,2006/4,0
M8,P06,2006/7,0
M8,P06,2006/7,137
M4,P06,2005/12,741
M4,P06,2006/2,0
M7,P06,2006/3,17
M7,P06,2006/6,0
M7,P06,2007/1,0
M7,P06,2007/2,0
M1,P06,2006/6,0
M1,P06,2007/2,0
M9,P06,2006/2,0
M3,P06,2006/11,0
M2,P23,2007/5,0
M2,P23,2007/6,68
M4,P23,2005/4,202
M4,P23,2005/5,840
M4,P23,2005/5,13439
M4,P23,2005/6,0
M4,P23,2005/8,4757
M4,P23,2005/9,84
M0,P23,2007/3,0
M0,P23,2007/3,3240
M8,P23,2005/12,101
M8,P23,2006/2,0
M8,P23,2006/5,0
M8,P23,2006/9,0
M8,P23,2006/10,0
M8,P23,2006/12,0
M4,P23,2006/2,0
M5,P23,2005/10,0
M5,P23,2005/11,227
M5,P23,2006/1,0
M5,P23,2006/4,34
M5,P23,2006/9,0
M5,P23,2006/10,0
M7,P23,2005/11,0
M7,P23,2005/12,0
M7,P23,2006/1,0
M1,P23,2006/5,0
M1,P23,2006/10,0
M9,P23,2006/10,34
M3,P23,2006/10,0
M2,P31,2007/2,0
M2,P31,2007/10,0
M2,P31,2007/11,0
M8,P31,2005/10,0
M8,P31,2006/12,0
M4,P31,2006/1,0
M5,P31,2006/3,504
M5,P31,2006/9,0
M5,P31,2006/12,0
M7,P31,2006/3,158
M7,P31,2006/7,0
M1,P31,2006/7,901
M1,P31,2006/10,168
M9,P31,2005/7,0
M9,P31,2005/7,0
M9,P31,2006/2,740
M9,P31,2006/5,0
M9,P31,2006/7,0
M2,P09,2007/12,0
M4,P09,2005/5,840
M0,P09,2006/2,0
M0,P09,2006/11,54
M0,P09,2007/1,0
M0,P09,2007/3,0
M8,P09,2006/1,0
M8,P09,2006/4,491
M4,P09,2006/3,0
M5,P09,2007/2,0
M7,P09,2005/10,0
M7,P09,2006/3,0
M7,P09,2006/8,5536
M7,P09,2006/10,0
M1,P09,2006/8,1904
M1,P09,2007/1,0
M9,P09,2006/8,454
M3,P09,2006/10,336
M3,P09,2006/10,0
M3,P09,2006/12,2772
M3,P09,2007/9,-1
M4,P10,2005/4,0
M4,P10,2005/10,135
M0,P10,2006/6,1697
M0,P10,2006/9,504
M0,P10,2006/10,538
M0,P10,2007/1,-5
M0,P10,2007/4,0
M8,P10,2005/12,1966
M8,P10,2006/8,336
M8,P10,2006/9,2245
M5,P10,2005/11,0
M5,P10,2006/1,0
M5,P10,2006/3,4389
M5,P10,2007/1,0
M5,P10,2007/3,-16
M7,P10,2005/11,0
M7,P10,2006/1,68
M7,P10,2006/12,0
M7,P10,2007/3,0
M1,P10,2006/11,19361
M9,P10,2005/7,0
M9,P10,2006/5,0
M9,P10,2006/7,0
M9,P10,2006/11,-1
M3,P10,2007/2,672
M3,P10,2007/9,0
M2,P29,2007/9,0
M4,P29,2005/2,0
M4,P29,2005/2,0
M0,P29,2006/6,0
M0,P29,2006/7,0
M0,P29,2006/7,2468
M0,P29,2006/12,3438
M8,P29,2006/2,914
M8,P29,2006/2,0
M8,P29,2006/3,0
M8,P29,2006/3,2361
M8,P29,2006/3,336
M8,P29,2006/3,185
M8,P29,2006/6,0
M4,P29,2006/1,-1
M4,P29,2006/2,84
M4,P29,2006/2,0
M4,P29,2006/5,14
M5,P29,2005/11,1465
M5,P29,2006/4,1512
M5,P29,2007/1,-8
M7,P29,2005/9,0
M7,P29,2005/10,0
M7,P29,2006/12,0
M1,P29,2006/2,0
M9,P29,2005/9,0
M9,P29,2006/4,0
M9,P29,2006/5,0
M9,P29,2006/9,336
M3,P29,2007/1,0
M3,P29,2007/4,-1
M3,P29,2007/4,0
M3,P29,2007/5,857
M4,P25,2005/7,3080
M4,P25,2005/10,10096
M0,P25,2006/12,0
M8,P25,2005/11,0
M8,P25,2006/3,0
M8,P25,2006/11,0
M4,P25,2006/4,21
M5,P25,2005/9,0
M5,P25,2005/10,1591
M5,P25,2005/10,11087
M5,P25,2007/1,0
M5,P25,2007/3,0
M7,P25,2006/6,1227
M7,P25,2006/12,0
M1,P25,2006/12,0
M9,P25,2005/8,0
M9,P25,2005/10,0
M3,P25,2006/11,545
M3,P25,2007/1,0
M3,P25,2007/9,1370
M3,P25,2007/9,0
M2,P13,2007/4,0
M2,P13,2007/7,17
M4,P13,2005/1,0
M4,P13,2005/3,0
M4,P13,2005/6,0
M0,P13,2007/1,0
M8,P13,2005/10,0
M8,P13,2006/10,0
M8,P13,2006/10,303
M5,P13,2005/12,7448
M5,P13,2006/4,101
M5,P13,2006/8,0
M5,P13,2006/9,0
M5,P13,2007/2,0
M7,P13,2005/10,0
M7,P13,2006/6,81
M7,P13,2006/7,0
M7,P13,2006/12,0
M7,P13,2007/2,0
M7,P13,2007/3,0
M1,P13,2006/3,0
M1,P13,2006/3,0
M1,P13,2006/8,9392
M9,P13,2005/11,588
M9,P13,2006/7,152
M3,P13,2006/12,0
M3,P13,2006/12,0
M6,P13,2007/11,34
M4,P08,2005/7,101
M4,P08,2005/7,3460
M4,P08,2005/7,0
M4,P08,2005/7,0
M4,P08,2005/10,0
M0,P08,2006/2,0
M0,P08,2006/11,11750
M0,P08,2007/3,0
M8,P08,2005/11,0
M8,P08,2006/6,2783
M8,P08,2006/7,320
M8,P08,2006/8,0
M8,P08,2006/9,412
M8,P08,2006/10,0
M8,P08,2006/11,0
M4,P08,2005/12,0
M5,P08,2005/9,0
M5,P08,2005/11,121
M5,P08,2006/8,0
M5,P08,2006/10,0
M5,P08,2006/11,0
M5,P08,2007/1,0
M5,P08,2007/3,0
M7,P08,2006/2,0
M7,P08,2006/12,0
M7,P08,2007/1,0
M7,P08,2007/2,0
M1,P08,2006/5,1344
M1,P08,2006/5,0
M1,P08,2006/6,0
M1,P08,2006/7,168
M1,P08,2007/2,0
M9,P08,2005/8,2500
M9,P08,2005/9,0
M9,P08,2005/11,1101
M9,P08,2006/2,1633
M3,P08,2007/1,420
M2,P26,2007/5,135
M4,P26,2005/5,34
M4,P26,2005/6,0
M4,P26,2005/10,0
M0,P26,2006/10,168
M0,P26,2006/10,1338
M8,P26,2005/10,0
M8,P26,2006/4,303
M8,P26,2006/9,0
M8,P26,2006/11,0
M4,P26,2006/4,-1
M5,P26,2005/10,0
M5,P26,2005/12,135
M5,P26,2005/12,1435
M5,P26,2006/12,0
M5,P26,2007/1,0
M7,P26,2006/6,0
M7,P26,2006/7,756
M7,P26,2007/2,0
M1,P26,2006/2,0
M9,P26,2005/8,0
M3,P26,2007/1,0
M3,P26,2007/3,101
M3,P26,2007/4,-1
M6,P26,2008/1,0
M2,P18,2007/10,0
M2,P18,2008/1,0
M4,P18,2005/3,0
M0,P18,2006/2,0
M0,P18,2006/7,0
M0,P18,2006/9,252
M0,P18,2006/11,-1
M8,P18,2005/9,0
M8,P18,2005/12,0
M8,P18,2006/5,426
M8,P18,2006/6,0
M8,P18,2006/10,0
M4,P18,2005/12,0
M4,P18,2006/2,0
M4,P18,2006/3,1512
M4,P18,2006/3,-48
M5,P18,2005/9,0
M5,P18,2006/7,0
M7,P18,2006/8,84
M7,P18,2007/2,0
M7,P18,2007/3,0
M7,P18,2007/3,0
M1,P18,2006/7,901
M1,P18,2007/2,0
M9,P18,2006/4,34
M9,P18,2006/4,3058
M3,P18,2006/11,0
M3,P18,2007/6,0
M6,P18,2008/1,1099
M4,P01,2005/1,0
M4,P01,2005/4,0
M4,P01,2005/5,1770
M0,P01,2006/8,0
M8,P01,2006/1,0
M8,P01,2006/10,0
M4,P01,2006/4,0
M5,P01,2006/1,0
M5,P01,2006/6,370
M5,P01,2007/3,0
M7,P01,2005/11,0
M7,P01,2006/11,0
M7,P01,2007/1,0
M7,P01,2007/3,0
M1,P01,2006/12,0
M9,P01,2005/9,0
M9,P01,2005/9,84
M3,P01,2006/10,336
M2,P14,2007/6,0
M4,P14,2005/5,0
M0,P14,2006/4,0
M0,P14,2006/12,328
M0,P14,2007/1,0
M0,P14,2007/2,-52
M8,P14,2006/8,783
M4,P14,2005/12,336
M5,P14,2006/5,0
M5,P14,2006/5,7648
M5,P14,2007/2,0
M5,P14,2007/2,0
M7,P14,2006/10,0
M1,P14,2006/4,0
M9,P14,2006/5,454
M9,P14,2006/6,0
M9,P14,2006/9,0
M3,P14,2006/11,2352
M3,P14,2007/9,0
M2,P12,2007/2,0
M4,P12,2005/8,656
M4,P12,2005/8,84
M0,P12,2007/1,0
M8,P12,2005/12,0
M8,P12,2006/2,17
M8,P12,2006/3,840
M8,P12,2006/11,0
M8,P12,2006/12,0
M4,P12,2006/1,0
M4,P12,2006/3,0
M4,P12,2006/4,-1
M5,P12,2006/10,84
M5,P12,2007/2,0
M5,P12,2007/2,0
M5,P12,2007/2,0
M7,P12,2006/2,0
M7,P12,2006/6,0
M1,P12,2006/2,0
M1,P12,2006/4,672
M1,P12,2006/10,840
M9,P12,2006/6,268
M9,P12,2006/6,135
M9,P12,2006/10,0
M3,P12,2007/5,672
M6,P12,2007/9,95
M8,P05,2006/12,0
M2,P05,2007/4,3419
M2,P05,2007/10,0
M4,P05,2005/7,840
M4,P05,2005/8,504
M4,P05,2005/9,31
M0,P05,2007/3,0
M8,P05,2005/11,8090
M8,P05,2006/3,284
M8,P05,2006/3,-1
M8,P05,2006/5,68
M8,P05,2006/8,0
M8,P05,2006/8,0
M8,P05,2006/11,0
M5,P05,2005/11,7979
M5,P05,2006/1,0
M5,P05,2006/7,0
M5,P05,2006/7,0
M5,P05,2006/7,-3
M5,P05,2006/9,0
M5,P05,2006/10,0
M5,P05,2006/11,0
M7,P05,2006/10,0
M1,P05,2006/10,168
M1,P05,2006/10,2579
M1,P05,2006/11,0
M9,P05,2005/9,471
M9,P05,2005/9,0
M9,P05,2006/1,0
M9,P05,2006/6,0
M9,P05,2006/8,0
M9,P05,2006/10,740
M2,P28,2007/3,0
M2,P28,2007/8,0
M4,P28,2005/7,51
M4,P28,2005/9,2856
M0,P28,2006/10,0
M0,P28,2007/3,0
M8,P28,2005/10,0
